# Photo-pion interaction rate with the CMB
# log10(gamma)	1/lambda_proton [1/Mpc]	1/lambda_neutron [1/Mpc]
9.60	2.487877e-36	2.550288e-36
9.64	3.181750e-33	3.258261e-33
9.68	2.172225e-30	2.221485e-30
9.72	8.364123e-28	8.541549e-28
9.76	1.909916e-25	1.947760e-25
9.80	2.707633e-23	2.757928e-23
9.84	2.484923e-21	2.528504e-21
9.88	1.533768e-19	1.559400e-19
9.92	6.592530e-18	6.698580e-18
9.96	2.036971e-16	2.068829e-16
10.00	4.657365e-15	4.728845e-15
10.04	8.090867e-14	8.213736e-14
10.08	1.094001e-12	1.110558e-12
10.12	1.176951e-11	1.194811e-11
10.16	1.027851e-10	1.043571e-10
10.20	7.421385e-10	7.536298e-10
10.24	4.504875e-09	4.575775e-09
10.28	2.334291e-08	2.371768e-08
10.32	1.047040e-07	1.064248e-07
10.36	4.117686e-07	4.187196e-07
10.40	1.436499e-06	1.461493e-06
10.44	4.493434e-06	4.574310e-06
10.48	1.272770e-05	1.296558e-05
10.52	3.294202e-05	3.358390e-05
10.56	7.855733e-05	8.015973e-05
10.60	1.739253e-04	1.776543e-04
10.64	3.599856e-04	3.681291e-04
10.68	7.009176e-04	7.177010e-04
10.72	1.290996e-03	1.323792e-03
10.76	2.260371e-03	2.321355e-03
10.80	3.778015e-03	3.886234e-03
10.84	6.049775e-03	6.233425e-03
10.88	9.309581e-03	9.608108e-03
10.92	1.380267e-02	1.426809e-02
10.96	1.976125e-02	2.045797e-02
11.00	2.737520e-02	2.837766e-02
11.04	3.676233e-02	3.815003e-02
11.08	4.794393e-02	4.979376e-02
11.12	6.083105e-02	6.320741e-02
11.16	7.522481e-02	7.816845e-02
11.20	9.083119e-02	9.434800e-02
11.24	1.072874e-01	1.113386e-01
11.28	1.241949e-01	1.286899e-01
11.32	1.411525e-01	1.459455e-01
11.36	1.577850e-01	1.626760e-01
11.40	1.737634e-01	1.785036e-01
11.44	1.888159e-01	1.931181e-01
11.48	2.027306e-01	2.062829e-01
11.52	2.153520e-01	2.178348e-01
11.56	2.265745e-01	2.276788e-01
11.60	2.363341e-01	2.357801e-01
11.64	2.446020e-01	2.421553e-01
11.68	2.513784e-01	2.468633e-01
11.72	2.566887e-01	2.499969e-01
11.76	2.605804e-01	2.516742e-01
11.80	2.631208e-01	2.520316e-01
11.84	2.643949e-01	2.512170e-01
11.88	2.645030e-01	2.493840e-01
11.92	2.635572e-01	2.466865e-01
11.96	2.616791e-01	2.432751e-01
12.00	2.589952e-01	2.392933e-01
12.04	2.556336e-01	2.348749e-01
12.08	2.517204e-01	2.301421e-01
12.12	2.473766e-01	2.252045e-01
12.16	2.427151e-01	2.201581e-01
12.20	2.378388e-01	2.150853e-01
12.24	2.328392e-01	2.100550e-01
12.28	2.277960e-01	2.051237e-01
12.32	2.227762e-01	2.003360e-01
12.36	2.178355e-01	1.957258e-01
12.40	2.130181e-01	1.913177e-01
12.44	2.083582e-01	1.871282e-01
12.48	2.038811e-01	1.831670e-01
12.52	1.996041e-01	1.794383e-01
12.56	1.955384e-01	1.759417e-01
12.60	1.916895e-01	1.726735e-01
12.64	1.880589e-01	1.696276e-01
12.68	1.846447e-01	1.667960e-01
12.72	1.814424e-01	1.641695e-01
12.76	1.784461e-01	1.617384e-01
12.80	1.756482e-01	1.594926e-01
12.84	1.730407e-01	1.574221e-01
12.88	1.706149e-01	1.555170e-01
12.92	1.683619e-01	1.537678e-01
12.96	1.662730e-01	1.521652e-01
13.00	1.643393e-01	1.507004e-01
13.04	1.625525e-01	1.493652e-01
13.08	1.609041e-01	1.481516e-01
13.12	1.593863e-01	1.470523e-01
13.16	1.579915e-01	1.460601e-01
13.20	1.567124e-01	1.451686e-01
13.24	1.555424e-01	1.443716e-01
13.28	1.544750e-01	1.436632e-01
13.32	1.535041e-01	1.430383e-01
13.36	1.526242e-01	1.424918e-01
13.40	1.518301e-01	1.420190e-01
13.44	1.511169e-01	1.416157e-01
13.48	1.504802e-01	1.412780e-01
13.52	1.499157e-01	1.410023e-01
13.56	1.494197e-01	1.407851e-01
13.60	1.489886e-01	1.406235e-01
13.64	1.486193e-01	1.405146e-01
13.68	1.483088e-01	1.404559e-01
13.72	1.480544e-01	1.404450e-01
13.76	1.478535e-01	1.404798e-01
13.80	1.477039e-01	1.405583e-01
13.84	1.476035e-01	1.406788e-01
13.88	1.475503e-01	1.408394e-01
13.92	1.475426e-01	1.410389e-01
13.96	1.475789e-01	1.412757e-01
14.00	1.476574e-01	1.415486e-01
14.04	1.477770e-01	1.418565e-01
14.08	1.479363e-01	1.421982e-01
14.12	1.481341e-01	1.425728e-01
14.16	1.483693e-01	1.429794e-01
14.20	1.486408e-01	1.434171e-01
14.24	1.489479e-01	1.438852e-01
14.28	1.492894e-01	1.443828e-01
14.32	1.496647e-01	1.449094e-01
14.36	1.500729e-01	1.454643e-01
14.40	1.505132e-01	1.460468e-01
14.44	1.509851e-01	1.466565e-01
14.48	1.514877e-01	1.472928e-01
14.52	1.520206e-01	1.479552e-01
14.56	1.525831e-01	1.486433e-01
14.60	1.531746e-01	1.493566e-01
14.64	1.537946e-01	1.500947e-01
14.68	1.544427e-01	1.508573e-01
14.72	1.551183e-01	1.516438e-01
14.76	1.558210e-01	1.524541e-01
14.80	1.565504e-01	1.532877e-01
14.84	1.573060e-01	1.541444e-01
14.88	1.580874e-01	1.550238e-01
14.92	1.588943e-01	1.559257e-01
14.96	1.597263e-01	1.568499e-01
15.00	1.605831e-01	1.577959e-01
15.04	1.614643e-01	1.587637e-01
15.08	1.623696e-01	1.597529e-01
15.12	1.632987e-01	1.607634e-01
15.16	1.642514e-01	1.617950e-01
15.20	1.652274e-01	1.628474e-01
15.24	1.662264e-01	1.639204e-01
15.28	1.672481e-01	1.650140e-01
15.32	1.682923e-01	1.661279e-01
15.36	1.693587e-01	1.672617e-01
15.40	1.704465e-01	1.684148e-01
15.44	1.715538e-01	1.695851e-01
15.48	1.726760e-01	1.707676e-01
15.52	1.738019e-01	1.719502e-01
15.56	1.749084e-01	1.731083e-01
15.60	1.759521e-01	1.741960e-01
15.64	1.768608e-01	1.751380e-01
15.68	1.775259e-01	1.758220e-01
15.72	1.778003e-01	1.760980e-01
15.76	1.775049e-01	1.757849e-01
15.80	1.764433e-01	1.746869e-01
15.84	1.744251e-01	1.726166e-01
15.88	1.712919e-01	1.694216e-01
15.92	1.669414e-01	1.650071e-01
15.96	1.613444e-01	1.593523e-01
16.00	1.545504e-01	1.525148e-01
