# Interaction rate with the CMB
# log10(E/eV)	1/lambda_PP [1/Mpc]	1/lambda_ICS [1/Mpc]	1/lambda_DPP [1/Mpc]	1/lambda_TPP [1/Mpc]
16.440	4.748359e+01	3.607100e+01	3.690851e-03	5.227739e+00
16.450	4.675444e+01	3.547104e+01	3.744639e-03	5.281622e+00
16.460	4.603411e+01	3.487984e+01	3.798282e-03	5.335555e+00
16.470	4.532258e+01	3.429730e+01	3.851767e-03	5.389537e+00
16.480	4.461980e+01	3.372332e+01	3.905080e-03	5.443567e+00
16.490	4.392574e+01	3.315780e+01	3.958209e-03	5.497643e+00
16.500	4.324037e+01	3.260067e+01	4.011141e-03	5.551763e+00
16.510	4.256365e+01	3.205181e+01	4.063863e-03	5.605926e+00
16.520	4.189552e+01	3.151113e+01	4.116363e-03	5.660131e+00
16.530	4.123594e+01	3.097855e+01	4.168629e-03	5.714376e+00
16.540	4.058487e+01	3.045397e+01	4.220651e-03	5.768660e+00
16.550	3.994226e+01	2.993729e+01	4.272416e-03	5.822982e+00
16.560	3.930804e+01	2.942842e+01	4.323913e-03	5.877340e+00
16.570	3.868218e+01	2.892728e+01	4.375134e-03	5.931733e+00
16.580	3.806461e+01	2.843376e+01	4.426067e-03	5.986160e+00
16.590	3.745527e+01	2.794778e+01	4.476702e-03	6.040620e+00
16.600	3.685411e+01	2.746924e+01	4.527031e-03	6.095112e+00
16.610	3.626107e+01	2.699806e+01	4.577044e-03	6.149634e+00
16.620	3.567608e+01	2.653414e+01	4.626732e-03	6.204186e+00
16.630	3.509908e+01	2.607739e+01	4.676087e-03	6.258767e+00
16.640	3.453001e+01	2.562773e+01	4.725101e-03	6.313376e+00
16.650	3.396880e+01	2.518507e+01	4.773766e-03	6.368011e+00
16.660	3.341539e+01	2.474931e+01	4.822075e-03	6.422672e+00
16.670	3.286970e+01	2.432038e+01	4.870020e-03	6.477358e+00
16.680	3.233168e+01	2.389817e+01	4.917595e-03	6.532068e+00
16.690	3.180124e+01	2.348261e+01	4.964793e-03	6.586802e+00
16.700	3.127833e+01	2.307361e+01	5.011609e-03	6.641558e+00
16.710	3.076286e+01	2.267109e+01	5.058036e-03	6.696335e+00
16.720	3.025478e+01	2.227495e+01	5.104069e-03	6.751134e+00
16.730	2.975400e+01	2.188512e+01	5.149702e-03	6.805953e+00
16.740	2.926046e+01	2.150151e+01	5.194932e-03	6.860791e+00
16.750	2.877408e+01	2.112404e+01	5.239752e-03	6.915648e+00
16.760	2.829480e+01	2.075262e+01	5.284160e-03	6.970524e+00
16.770	2.782253e+01	2.038718e+01	5.328150e-03	7.025417e+00
16.780	2.735720e+01	2.002764e+01	5.371720e-03	7.080327e+00
16.790	2.689874e+01	1.967390e+01	5.414865e-03	7.135253e+00
16.800	2.644708e+01	1.932590e+01	5.457583e-03	7.190195e+00
16.810	2.600214e+01	1.898356e+01	5.499870e-03	7.245152e+00
16.820	2.556385e+01	1.864679e+01	5.541725e-03	7.300124e+00
16.830	2.513213e+01	1.831552e+01	5.583144e-03	7.355110e+00
16.840	2.470691e+01	1.798967e+01	5.624126e-03	7.410110e+00
16.850	2.428812e+01	1.766917e+01	5.664668e-03	7.465122e+00
16.860	2.387567e+01	1.735394e+01	5.704769e-03	7.520148e+00
16.870	2.346951e+01	1.704390e+01	5.744428e-03	7.575185e+00
16.880	2.306954e+01	1.673899e+01	5.783643e-03	7.630235e+00
16.890	2.267570e+01	1.643912e+01	5.822413e-03	7.685296e+00
16.900	2.228792e+01	1.614423e+01	5.860739e-03	7.740367e+00
16.910	2.190612e+01	1.585425e+01	5.898618e-03	7.795450e+00
16.920	2.153023e+01	1.556910e+01	5.936052e-03	7.850542e+00
16.930	2.116017e+01	1.528871e+01	5.973039e-03	7.905644e+00
16.940	2.079588e+01	1.501302e+01	6.009580e-03	7.960756e+00
16.950	2.043728e+01	1.474195e+01	6.045675e-03	8.015876e+00
16.960	2.008429e+01	1.447543e+01	6.081325e-03	8.071006e+00
16.970	1.973686e+01	1.421341e+01	6.116530e-03	8.126144e+00
16.980	1.939490e+01	1.395581e+01	6.151291e-03	8.181290e+00
16.990	1.905834e+01	1.370256e+01	6.185610e-03	8.236443e+00
17.000	1.872712e+01	1.345361e+01	6.219486e-03	8.291604e+00
17.010	1.840116e+01	1.320888e+01	6.252922e-03	8.346773e+00
17.020	1.808040e+01	1.296832e+01	6.285920e-03	8.401948e+00
17.030	1.776477e+01	1.273186e+01	6.318479e-03	8.457130e+00
17.040	1.745419e+01	1.249943e+01	6.350604e-03	8.512319e+00
17.050	1.714860e+01	1.227099e+01	6.382294e-03	8.567513e+00
17.060	1.684794e+01	1.204646e+01	6.413553e-03	8.622714e+00
17.070	1.655213e+01	1.182578e+01	6.444382e-03	8.677920e+00
17.080	1.626110e+01	1.160890e+01	6.474783e-03	8.733132e+00
17.090	1.597481e+01	1.139576e+01	6.504760e-03	8.788348e+00
17.100	1.569316e+01	1.118631e+01	6.534315e-03	8.843571e+00
17.110	1.541611e+01	1.098047e+01	6.563449e-03	8.898797e+00
17.120	1.514359e+01	1.077820e+01	6.592166e-03	8.954029e+00
17.130	1.487553e+01	1.057944e+01	6.620469e-03	9.009265e+00
17.140	1.461187e+01	1.038414e+01	6.648361e-03	9.064505e+00
17.150	1.435256e+01	1.019224e+01	6.675844e-03	9.119750e+00
17.160	1.409751e+01	1.000368e+01	6.702921e-03	9.174998e+00
17.170	1.384669e+01	9.818425e+00	6.729596e-03	9.230250e+00
17.180	1.360001e+01	9.636410e+00	6.755872e-03	9.285506e+00
17.190	1.335743e+01	9.457585e+00	6.781752e-03	9.340766e+00
17.200	1.311889e+01	9.281901e+00	6.807239e-03	9.396028e+00
17.210	1.288432e+01	9.109306e+00	6.832337e-03	9.451294e+00
17.220	1.265367e+01	8.939752e+00	6.857050e-03	9.506563e+00
17.230	1.242688e+01	8.773189e+00	6.881380e-03	9.561835e+00
17.240	1.220389e+01	8.609569e+00	6.905332e-03	9.617110e+00
17.250	1.198465e+01	8.448845e+00	6.928908e-03	9.672388e+00
17.260	1.176909e+01	8.290969e+00	6.952114e-03	9.727668e+00
17.270	1.155718e+01	8.135896e+00	6.974951e-03	9.782950e+00
17.280	1.134884e+01	7.983579e+00	6.997425e-03	9.838235e+00
17.290	1.114403e+01	7.833974e+00	7.019539e-03	9.893523e+00
17.300	1.094269e+01	7.687035e+00	7.041296e-03	9.948812e+00
17.310	1.074477e+01	7.542720e+00	7.062701e-03	1.000410e+01
17.320	1.055022e+01	7.400986e+00	7.083757e-03	1.005940e+01
17.330	1.035899e+01	7.261788e+00	7.104468e-03	1.011469e+01
17.340	1.017102e+01	7.125086e+00	7.124838e-03	1.016999e+01
17.350	9.986267e+00	6.990839e+00	7.144871e-03	1.022529e+01
17.360	9.804680e+00	6.859004e+00	7.164571e-03	1.028059e+01
17.370	9.626210e+00	6.729543e+00	7.183941e-03	1.033589e+01
17.380	9.450808e+00	6.602416e+00	7.202987e-03	1.039119e+01
17.390	9.278426e+00	6.477582e+00	7.221711e-03	1.044650e+01
17.400	9.109017e+00	6.355005e+00	7.240118e-03	1.050181e+01
17.410	8.942535e+00	6.234646e+00	7.258211e-03	1.055711e+01
17.420	8.778933e+00	6.116468e+00	7.275995e-03	1.061242e+01
17.430	8.618166e+00	6.000434e+00	7.293473e-03	1.066773e+01
17.440	8.460189e+00	5.886507e+00	7.310650e-03	1.072304e+01
17.450	8.304958e+00	5.774652e+00	7.327529e-03	1.077835e+01
17.460	8.152429e+00	5.664835e+00	7.344114e-03	1.083367e+01
17.470	8.002559e+00	5.557019e+00	7.360409e-03	1.088898e+01
17.480	7.855306e+00	5.451171e+00	7.376419e-03	1.094430e+01
17.490	7.710627e+00	5.347257e+00	7.392146e-03	1.099961e+01
17.500	7.568482e+00	5.245245e+00	7.407595e-03	1.105493e+01
17.510	7.428828e+00	5.145102e+00	7.422770e-03	1.111025e+01
17.520	7.291627e+00	5.046795e+00	7.437675e-03	1.116556e+01
17.530	7.156838e+00	4.950293e+00	7.452312e-03	1.122088e+01
17.540	7.024422e+00	4.855564e+00	7.466687e-03	1.127620e+01
17.550	6.894341e+00	4.762579e+00	7.480803e-03	1.133152e+01
17.560	6.766557e+00	4.671307e+00	7.494664e-03	1.138684e+01
17.570	6.641031e+00	4.581718e+00	7.508273e-03	1.144216e+01
17.580	6.517727e+00	4.493783e+00	7.521634e-03	1.149748e+01
17.590	6.396608e+00	4.407473e+00	7.534751e-03	1.155281e+01
17.600	6.277639e+00	4.322761e+00	7.547628e-03	1.160813e+01
17.610	6.160784e+00	4.239617e+00	7.560268e-03	1.166345e+01
17.620	6.046008e+00	4.158015e+00	7.572674e-03	1.171877e+01
17.630	5.933276e+00	4.077927e+00	7.584851e-03	1.177410e+01
17.640	5.822555e+00	3.999327e+00	7.596801e-03	1.182942e+01
17.650	5.713811e+00	3.922190e+00	7.608529e-03	1.188474e+01
17.660	5.607012e+00	3.846488e+00	7.620038e-03	1.194007e+01
17.670	5.502124e+00	3.772197e+00	7.631331e-03	1.199539e+01
17.680	5.399115e+00	3.699292e+00	7.642412e-03	1.205072e+01
17.690	5.297955e+00	3.627748e+00	7.653284e-03	1.210604e+01
17.700	5.198613e+00	3.557542e+00	7.663951e-03	1.216137e+01
17.710	5.101056e+00	3.488649e+00	7.674415e-03	1.221669e+01
17.720	5.005257e+00	3.421046e+00	7.684680e-03	1.227202e+01
17.730	4.911184e+00	3.354710e+00	7.694750e-03	1.232734e+01
17.740	4.818808e+00	3.289619e+00	7.704627e-03	1.238267e+01
17.750	4.728101e+00	3.225750e+00	7.714315e-03	1.243799e+01
17.760	4.639035e+00	3.163082e+00	7.723817e-03	1.249332e+01
17.770	4.551581e+00	3.101593e+00	7.733135e-03	1.254864e+01
17.780	4.465712e+00	3.041262e+00	7.742274e-03	1.260397e+01
17.790	4.381401e+00	2.982067e+00	7.751236e-03	1.265930e+01
17.800	4.298622e+00	2.923990e+00	7.760024e-03	1.271462e+01
17.810	4.217347e+00	2.867009e+00	7.768641e-03	1.276995e+01
17.820	4.137552e+00	2.811105e+00	7.777089e-03	1.282527e+01
17.830	4.059210e+00	2.756258e+00	7.785373e-03	1.288060e+01
17.840	3.982297e+00	2.702450e+00	7.793495e-03	1.293592e+01
17.850	3.906789e+00	2.649661e+00	7.801457e-03	1.299125e+01
17.860	3.832660e+00	2.597873e+00	7.809262e-03	1.304657e+01
17.870	3.759887e+00	2.547068e+00	7.816913e-03	1.310190e+01
17.880	3.688446e+00	2.497227e+00	7.824413e-03	1.315723e+01
17.890	3.618316e+00	2.448335e+00	7.831765e-03	1.321255e+01
17.900	3.549471e+00	2.400372e+00	7.838971e-03	1.326788e+01
17.910	3.481891e+00	2.353323e+00	7.846033e-03	1.332320e+01
17.920	3.415553e+00	2.307170e+00	7.852954e-03	1.337853e+01
17.930	3.350436e+00	2.261897e+00	7.859738e-03	1.343385e+01
17.940	3.286518e+00	2.217488e+00	7.866385e-03	1.348918e+01
17.950	3.223778e+00	2.173928e+00	7.872900e-03	1.354450e+01
17.960	3.162195e+00	2.131200e+00	7.879283e-03	1.359983e+01
17.970	3.101750e+00	2.089289e+00	7.885538e-03	1.365515e+01
17.980	3.042422e+00	2.048181e+00	7.891667e-03	1.371047e+01
17.990	2.984191e+00	2.007860e+00	7.897673e-03	1.376580e+01
18.000	2.927039e+00	1.968313e+00	7.903556e-03	1.382112e+01
18.010	2.870946e+00	1.929524e+00	7.909321e-03	1.387645e+01
18.020	2.815893e+00	1.891480e+00	7.914968e-03	1.393177e+01
18.030	2.761863e+00	1.854167e+00	7.920500e-03	1.398709e+01
18.040	2.708836e+00	1.817571e+00	7.925920e-03	1.404242e+01
18.050	2.656796e+00	1.781680e+00	7.931229e-03	1.409774e+01
18.060	2.605724e+00	1.746479e+00	7.936430e-03	1.415306e+01
18.070	2.555603e+00	1.711957e+00	7.941524e-03	1.420839e+01
18.080	2.506417e+00	1.678101e+00	7.946513e-03	1.426371e+01
18.090	2.458149e+00	1.644898e+00	7.951400e-03	1.431903e+01
18.100	2.410782e+00	1.612336e+00	7.956187e-03	1.437436e+01
18.110	2.364301e+00	1.580403e+00	7.960875e-03	1.442968e+01
18.120	2.318689e+00	1.549087e+00	7.965466e-03	1.448500e+01
18.130	2.273930e+00	1.518378e+00	7.969962e-03	1.454032e+01
18.140	2.230010e+00	1.488263e+00	7.974365e-03	1.459564e+01
18.150	2.186914e+00	1.458731e+00	7.978677e-03	1.465097e+01
18.160	2.144627e+00	1.429772e+00	7.982900e-03	1.470629e+01
18.170	2.103133e+00	1.401375e+00	7.987034e-03	1.476161e+01
18.180	2.062420e+00	1.373529e+00	7.991083e-03	1.481693e+01
18.190	2.022472e+00	1.346223e+00	7.995047e-03	1.487225e+01
18.200	1.983276e+00	1.319449e+00	7.998928e-03	1.492757e+01
18.210	1.944818e+00	1.293195e+00	8.002729e-03	1.498289e+01
18.220	1.907085e+00	1.267452e+00	8.006450e-03	1.503821e+01
18.230	1.870064e+00	1.242210e+00	8.010092e-03	1.509353e+01
18.240	1.833742e+00	1.217460e+00	8.013659e-03	1.514885e+01
18.250	1.798107e+00	1.193193e+00	8.017150e-03	1.520417e+01
18.260	1.763145e+00	1.169399e+00	8.020568e-03	1.525949e+01
18.270	1.728844e+00	1.146069e+00	8.023915e-03	1.531481e+01
18.280	1.695193e+00	1.123195e+00	8.027190e-03	1.537013e+01
18.290	1.662180e+00	1.100768e+00	8.030396e-03	1.542545e+01
18.300	1.629792e+00	1.078779e+00	8.033535e-03	1.548077e+01
18.310	1.598019e+00	1.057221e+00	8.036607e-03	1.553609e+01
18.320	1.566849e+00	1.036084e+00	8.039615e-03	1.559141e+01
18.330	1.536272e+00	1.015362e+00	8.042558e-03	1.564673e+01
18.340	1.506276e+00	9.950457e-01	8.045439e-03	1.570205e+01
18.350	1.476850e+00	9.751278e-01	8.048259e-03	1.575737e+01
18.360	1.447985e+00	9.556006e-01	8.051019e-03	1.581268e+01
18.370	1.419670e+00	9.364568e-01	8.053720e-03	1.586800e+01
18.380	1.391895e+00	9.176889e-01	8.056363e-03	1.592332e+01
18.390	1.364649e+00	8.992898e-01	8.058950e-03	1.597864e+01
18.400	1.337924e+00	8.812526e-01	8.061482e-03	1.603395e+01
18.410	1.311709e+00	8.635701e-01	8.063960e-03	1.608927e+01
18.420	1.285995e+00	8.462357e-01	8.066384e-03	1.614459e+01
18.430	1.260774e+00	8.292426e-01	8.068757e-03	1.619991e+01
18.440	1.236035e+00	8.125843e-01	8.071079e-03	1.625522e+01
18.450	1.211769e+00	7.962545e-01	8.073351e-03	1.631054e+01
18.460	1.187969e+00	7.802467e-01	8.075574e-03	1.636586e+01
18.470	1.164625e+00	7.645548e-01	8.077749e-03	1.642117e+01
18.480	1.141729e+00	7.491728e-01	8.079878e-03	1.647649e+01
18.490	1.119273e+00	7.340945e-01	8.081961e-03	1.653181e+01
18.500	1.097248e+00	7.193143e-01	8.083999e-03	1.658712e+01
18.510	1.075647e+00	7.048263e-01	8.085993e-03	1.664244e+01
18.520	1.054461e+00	6.906250e-01	8.087943e-03	1.669775e+01
18.530	1.033683e+00	6.767047e-01	8.089852e-03	1.675307e+01
18.540	1.013305e+00	6.630600e-01	8.091720e-03	1.680838e+01
18.550	9.933192e-01	6.496857e-01	8.093547e-03	1.686370e+01
18.560	9.737193e-01	6.365765e-01	8.095334e-03	1.691901e+01
18.570	9.544975e-01	6.237272e-01	8.097083e-03	1.697433e+01
18.580	9.356468e-01	6.111329e-01	8.098794e-03	1.702964e+01
18.590	9.171602e-01	5.987885e-01	8.100467e-03	1.708496e+01
18.600	8.990309e-01	5.866893e-01	8.102104e-03	1.714027e+01
18.610	8.812522e-01	5.748305e-01	8.103706e-03	1.719559e+01
18.620	8.638175e-01	5.632074e-01	8.105273e-03	1.725090e+01
18.630	8.467204e-01	5.518154e-01	8.106806e-03	1.730622e+01
18.640	8.299544e-01	5.406500e-01	8.108305e-03	1.736153e+01
18.650	8.135134e-01	5.297069e-01	8.109772e-03	1.741685e+01
18.660	7.973913e-01	5.189816e-01	8.111206e-03	1.747216e+01
18.670	7.815819e-01	5.084701e-01	8.112609e-03	1.752747e+01
18.680	7.660795e-01	4.981680e-01	8.113982e-03	1.758279e+01
18.690	7.508782e-01	4.880713e-01	8.115325e-03	1.763810e+01
18.700	7.359724e-01	4.781760e-01	8.116638e-03	1.769341e+01
18.710	7.213565e-01	4.684782e-01	8.117923e-03	1.774873e+01
18.720	7.070249e-01	4.589740e-01	8.119179e-03	1.780404e+01
18.730	6.929723e-01	4.496596e-01	8.120408e-03	1.785935e+01
18.740	6.791934e-01	4.405313e-01	8.121610e-03	1.791467e+01
18.750	6.656830e-01	4.315855e-01	8.122785e-03	1.796998e+01
18.760	6.524360e-01	4.228186e-01	8.123935e-03	1.802529e+01
18.770	6.394475e-01	4.142271e-01	8.125059e-03	1.808060e+01
18.780	6.267125e-01	4.058075e-01	8.126159e-03	1.813592e+01
18.790	6.142261e-01	3.975565e-01	8.127235e-03	1.819123e+01
18.800	6.019837e-01	3.894708e-01	8.128287e-03	1.824654e+01
18.810	5.899807e-01	3.815470e-01	8.129316e-03	1.830185e+01
18.820	5.782123e-01	3.737822e-01	8.130322e-03	1.835717e+01
18.830	5.666743e-01	3.661730e-01	8.131306e-03	1.841248e+01
18.840	5.553621e-01	3.587165e-01	8.132268e-03	1.846779e+01
18.850	5.442716e-01	3.514097e-01	8.133209e-03	1.852310e+01
18.860	5.333983e-01	3.442495e-01	8.134129e-03	1.857841e+01
18.870	5.227382e-01	3.372332e-01	8.135029e-03	1.863372e+01
18.880	5.122873e-01	3.303578e-01	8.135909e-03	1.868904e+01
18.890	5.020414e-01	3.236207e-01	8.136770e-03	1.874435e+01
18.900	4.919967e-01	3.170190e-01	8.137611e-03	1.879966e+01
18.910	4.821494e-01	3.105501e-01	8.138434e-03	1.885497e+01
18.920	4.724956e-01	3.042114e-01	8.139239e-03	1.891028e+01
18.930	4.630315e-01	2.980003e-01	8.140026e-03	1.896559e+01
18.940	4.537537e-01	2.919143e-01	8.140795e-03	1.902090e+01
18.950	4.446585e-01	2.859508e-01	8.141548e-03	1.907621e+01
18.960	4.357423e-01	2.801076e-01	8.142283e-03	1.913153e+01
18.970	4.270018e-01	2.743822e-01	8.143003e-03	1.918684e+01
18.980	4.184336e-01	2.687722e-01	8.143706e-03	1.924215e+01
18.990	4.100343e-01	2.632754e-01	8.144394e-03	1.929746e+01
19.000	4.018007e-01	2.578895e-01	8.145066e-03	1.935277e+01
19.010	3.937296e-01	2.526124e-01	8.145724e-03	1.940808e+01
19.020	3.858178e-01	2.474418e-01	8.146367e-03	1.946339e+01
19.030	3.780624e-01	2.423757e-01	8.146996e-03	1.951870e+01
19.040	3.704602e-01	2.374120e-01	8.147610e-03	1.957401e+01
19.050	3.630083e-01	2.325487e-01	8.148211e-03	1.962932e+01
19.060	3.557037e-01	2.277837e-01	8.148799e-03	1.968463e+01
19.070	3.485438e-01	2.231151e-01	8.149374e-03	1.973994e+01
19.080	3.415255e-01	2.185410e-01	8.149935e-03	1.979525e+01
19.090	3.346463e-01	2.140594e-01	8.150485e-03	1.985056e+01
19.100	3.279033e-01	2.096687e-01	8.151022e-03	1.990587e+01
19.110	3.212941e-01	2.053668e-01	8.151547e-03	1.996118e+01
19.120	3.148158e-01	2.011522e-01	8.152060e-03	2.001649e+01
19.130	3.084661e-01	1.970230e-01	8.152562e-03	2.007180e+01
19.140	3.022425e-01	1.929775e-01	8.153053e-03	2.012711e+01
19.150	2.961424e-01	1.890141e-01	8.153532e-03	2.018242e+01
19.160	2.901634e-01	1.851311e-01	8.154001e-03	2.023773e+01
19.170	2.843033e-01	1.813269e-01	8.154460e-03	2.029304e+01
19.180	2.785597e-01	1.775999e-01	8.154908e-03	2.034835e+01
19.190	2.729303e-01	1.739487e-01	8.155346e-03	2.040365e+01
19.200	2.674129e-01	1.703716e-01	8.155775e-03	2.045896e+01
19.210	2.620053e-01	1.668672e-01	8.156194e-03	2.051427e+01
19.220	2.567054e-01	1.634341e-01	8.156603e-03	2.056958e+01
19.230	2.515111e-01	1.600707e-01	8.157003e-03	2.062489e+01
19.240	2.464203e-01	1.567758e-01	8.157395e-03	2.068020e+01
19.250	2.414310e-01	1.535480e-01	8.157777e-03	2.073551e+01
19.260	2.365411e-01	1.503858e-01	8.158151e-03	2.079082e+01
19.270	2.317489e-01	1.472880e-01	8.158517e-03	2.084613e+01
19.280	2.270523e-01	1.442533e-01	8.158874e-03	2.090144e+01
19.290	2.224494e-01	1.412804e-01	8.159224e-03	2.095674e+01
19.300	2.179385e-01	1.383681e-01	8.159565e-03	2.101205e+01
19.310	2.135178e-01	1.355152e-01	8.159899e-03	2.106736e+01
19.320	2.091854e-01	1.327204e-01	8.160226e-03	2.112267e+01
19.330	2.049396e-01	1.299827e-01	8.160545e-03	2.117798e+01
19.340	2.007788e-01	1.273008e-01	8.160857e-03	2.123329e+01
19.350	1.967012e-01	1.246736e-01	8.161162e-03	2.128860e+01
19.360	1.927053e-01	1.221001e-01	8.161460e-03	2.134390e+01
19.370	1.887894e-01	1.195791e-01	8.161751e-03	2.139921e+01
19.380	1.849520e-01	1.171096e-01	8.162036e-03	2.145452e+01
19.390	1.811914e-01	1.146906e-01	8.162315e-03	2.150983e+01
19.400	1.775063e-01	1.123210e-01	8.162587e-03	2.156514e+01
19.410	1.738951e-01	1.099998e-01	8.162853e-03	2.162045e+01
19.420	1.703563e-01	1.077261e-01	8.163113e-03	2.167575e+01
19.430	1.668885e-01	1.054989e-01	8.163367e-03	2.173106e+01
19.440	1.634904e-01	1.033173e-01	8.163616e-03	2.178637e+01
19.450	1.601605e-01	1.011803e-01	8.163859e-03	2.184168e+01
19.460	1.568975e-01	9.908708e-02	8.164096e-03	2.189699e+01
19.470	1.537002e-01	9.703671e-02	8.164328e-03	2.195230e+01
19.480	1.505670e-01	9.502833e-02	8.164555e-03	2.200760e+01
19.490	1.474970e-01	9.306110e-02	8.164777e-03	2.206291e+01
19.500	1.444886e-01	9.113418e-02	8.164994e-03	2.211822e+01
19.510	1.415409e-01	8.924676e-02	8.165206e-03	2.217353e+01
19.520	1.386525e-01	8.739804e-02	8.165413e-03	2.222883e+01
19.530	1.358222e-01	8.558723e-02	8.165615e-03	2.228414e+01
19.540	1.330490e-01	8.381357e-02	8.165813e-03	2.233945e+01
19.550	1.303316e-01	8.207630e-02	8.166007e-03	2.239476e+01
19.560	1.276691e-01	8.037469e-02	8.166196e-03	2.245007e+01
19.570	1.250602e-01	7.870801e-02	8.166381e-03	2.250537e+01
19.580	1.225040e-01	7.707556e-02	8.166561e-03	2.256068e+01
19.590	1.199994e-01	7.547664e-02	8.166738e-03	2.261599e+01
19.600	1.175453e-01	7.391057e-02	8.166911e-03	2.267130e+01
19.610	1.151408e-01	7.237668e-02	8.167079e-03	2.272660e+01
19.620	1.127849e-01	7.087432e-02	8.167244e-03	2.278191e+01
19.630	1.104765e-01	6.940285e-02	8.167405e-03	2.283722e+01
19.640	1.082149e-01	6.796165e-02	8.167563e-03	2.289253e+01
19.650	1.059989e-01	6.655009e-02	8.167717e-03	2.294783e+01
19.660	1.038278e-01	6.516757e-02	8.167867e-03	2.300314e+01
19.670	1.017006e-01	6.381351e-02	8.168014e-03	2.305845e+01
19.680	9.961646e-02	6.248732e-02	8.168158e-03	2.311376e+01
19.690	9.757452e-02	6.118844e-02	8.168299e-03	2.316906e+01
19.700	9.557392e-02	5.991631e-02	8.168436e-03	2.322437e+01
19.710	9.361386e-02	5.867038e-02	8.168570e-03	2.327968e+01
19.720	9.169352e-02	5.745013e-02	8.168702e-03	2.333499e+01
19.730	8.981210e-02	5.625503e-02	8.168830e-03	2.339029e+01
19.740	8.796883e-02	5.508457e-02	8.168955e-03	2.344560e+01
19.750	8.616295e-02	5.393824e-02	8.169078e-03	2.350091e+01
19.760	8.439371e-02	5.281555e-02	8.169197e-03	2.355622e+01
19.770	8.266037e-02	5.171603e-02	8.169315e-03	2.361152e+01
19.780	8.096223e-02	5.063919e-02	8.169429e-03	2.366683e+01
19.790	7.929857e-02	4.958457e-02	8.169541e-03	2.372214e+01
19.800	7.766870e-02	4.855173e-02	8.169650e-03	2.377744e+01
19.810	7.607196e-02	4.754022e-02	8.169757e-03	2.383275e+01
19.820	7.450766e-02	4.654959e-02	8.169861e-03	2.388806e+01
19.830	7.297517e-02	4.557943e-02	8.169963e-03	2.394337e+01
19.840	7.147385e-02	4.462931e-02	8.170063e-03	2.399867e+01
19.850	7.000307e-02	4.369883e-02	8.170161e-03	2.405398e+01
19.860	6.856222e-02	4.278759e-02	8.170256e-03	2.410929e+01
19.870	6.715070e-02	4.189518e-02	8.170349e-03	2.416459e+01
19.880	6.576791e-02	4.102123e-02	8.170440e-03	2.421990e+01
19.890	6.441329e-02	4.016536e-02	8.170529e-03	2.427521e+01
19.900	6.308627e-02	3.932720e-02	8.170616e-03	2.433051e+01
19.910	6.178628e-02	3.850638e-02	8.170701e-03	2.438582e+01
19.920	6.051280e-02	3.770255e-02	8.170784e-03	2.444113e+01
19.930	5.926528e-02	3.691536e-02	8.170865e-03	2.449644e+01
19.940	5.804320e-02	3.614447e-02	8.170944e-03	2.455174e+01
19.950	5.684605e-02	3.538955e-02	8.171022e-03	2.460705e+01
19.960	5.567334e-02	3.465026e-02	8.171098e-03	2.466236e+01
19.970	5.452456e-02	3.392630e-02	8.171172e-03	2.471766e+01
19.980	5.339923e-02	3.321734e-02	8.171244e-03	2.477297e+01
19.990	5.229689e-02	3.252307e-02	8.171315e-03	2.482828e+01
20.000	5.121707e-02	3.184320e-02	8.171384e-03	2.488358e+01
20.010	5.015931e-02	3.117743e-02	8.171451e-03	2.493889e+01
20.020	4.912317e-02	3.052547e-02	8.171517e-03	2.499420e+01
20.030	4.810821e-02	2.988703e-02	8.171582e-03	2.504950e+01
20.040	4.711401e-02	2.926184e-02	8.171645e-03	2.510481e+01
20.050	4.614015e-02	2.864962e-02	8.171707e-03	2.516012e+01
20.060	4.518621e-02	2.805012e-02	8.171767e-03	2.521542e+01
20.070	4.425180e-02	2.746306e-02	8.171826e-03	2.527073e+01
20.080	4.333651e-02	2.688819e-02	8.171883e-03	2.532604e+01
20.090	4.243997e-02	2.632527e-02	8.171940e-03	2.538134e+01
20.100	4.156179e-02	2.577403e-02	8.171994e-03	2.543665e+01
20.110	4.070160e-02	2.523426e-02	8.172048e-03	2.549196e+01
20.120	3.985904e-02	2.470570e-02	8.172101e-03	2.554726e+01
20.130	3.903375e-02	2.418812e-02	8.172152e-03	2.560257e+01
20.140	3.822538e-02	2.368131e-02	8.172202e-03	2.565788e+01
20.150	3.743358e-02	2.318504e-02	8.172251e-03	2.571318e+01
20.160	3.665803e-02	2.269909e-02	8.172299e-03	2.576849e+01
20.170	3.589839e-02	2.222325e-02	8.172346e-03	2.582380e+01
20.180	3.515434e-02	2.175731e-02	8.172392e-03	2.587910e+01
20.190	3.442557e-02	2.130107e-02	8.172436e-03	2.593441e+01
20.200	3.371176e-02	2.085432e-02	8.172480e-03	2.598972e+01
20.210	3.301261e-02	2.041688e-02	8.172523e-03	2.604502e+01
20.220	3.232782e-02	1.998854e-02	8.172564e-03	2.610033e+01
20.230	3.165711e-02	1.956913e-02	8.172605e-03	2.615564e+01
20.240	3.100018e-02	1.915845e-02	8.172645e-03	2.621094e+01
20.250	3.035675e-02	1.875633e-02	8.172684e-03	2.626625e+01
20.260	2.972656e-02	1.836258e-02	8.172722e-03	2.632156e+01
20.270	2.910932e-02	1.797705e-02	8.172759e-03	2.637686e+01
20.280	2.850479e-02	1.759955e-02	8.172796e-03	2.643217e+01
20.290	2.791269e-02	1.722992e-02	8.172831e-03	2.648748e+01
